,Pmin
0,1004.67125
1,1004.083125
2,1004.925
3,1004.581875
4,1003.3325
5,1002.939375
6,1004.200625
7,1004.173125
8,1002.56375
9,1001.2675
10,1002.46125
11,1002.115
12,1001.036875
13,1001.6025
14,1003.248125
15,1002.624375
16,1001.123125
17,1001.8225
18,1002.171875
19,1001.24
20,999.661875
21,999.825
22,1000.51875
23,998.6125
24,996.57625
25,996.024375
26,1000.41
27,999.100625
28,998.373125
29,998.828125
30,1002.006875
31,1000.64
32,999.59375
33,1000.59375
34,1002.85875
35,1002.953125
36,1002.59125
37,1003.03625
38,1005.385625
39,1005.795625
40,1005.874375
41,1007.2825
42,1008.446875
43,1008.70375
44,1008.08375
45,1008.1475
46,1008.249375
