,Pmin
0,1010.708125
1,1009.641875
2,1008.483125
3,1009.435
4,1010.01875
5,1008.643125
6,1007.635625
7,1008.404375
8,1009.7725
9,1008.381875
10,1007.62375
11,1008.12875
12,1010.305625
13,1009.015
14,1007.13875
15,1007.06
16,1008.725
17,1007.55
18,1006.281875
19,1007.009375
20,1007.8975
21,1007.29875
22,1006.510625
23,1007.26
24,1005.23875
25,1005.245
26,1003.529375
27,1003.3925
28,1003.109375
29,1001.43375
30,1000.324375
31,1000.295625
32,1001.64375
33,997.683125
34,992.30625
35,993.1175
36,997.338125
37,997.466875
38,998.8775
39,1000.546875
40,1002.25125
41,1001.36375
42,998.010625
43,1000.02625
44,1004.105625
45,1003.55125
46,1002.38125
47,1002.0425
48,1003.591875
49,1003.504375
50,1003.14
51,1002.926875
52,1003.653125
53,1002.724375
54,1001.5825
55,1001.17125
56,1000.69
57,1000.78625
58,999.446875
59,999.043125
60,998.08625
61,997.226875
62,995.186875
63,994.965
64,996.739375
65,997.629375
66,997.14125
67,996.76625
68,995.371875
69,994.126875
70,991.834375
71,991.240625
72,990.265
73,989.8725
74,988.39125
75,988.070625
76,988.1525
77,988.266875
78,987.0675
79,986.066875
80,981.625625
81,980.438125
82,978.55125
83,976.285
84,979.48375
85,981.0175
86,980.494375
87,978.9
88,978.620625
89,983.446875
90,984.373125
91,986.2225
92,987.799375
93,990.795
94,992.486875
95,996.03
96,1001.03625
97,1001.9775
98,1002.26125
99,1003.664375
100,1004.7575
101,1004.585625
102,1004.823125
103,1005.648125
104,1007.671875
