,Pmin
0,1007.13375
1,1008.0425
2,1009.205
3,1007.68875
4,1006.680625
5,1008.11
6,1007.658125
7,1005.909375
8,1005.465
9,1007.42375
10,1008.50125
11,1007.096875
12,1006.878125
13,1008.675625
14,1009.52875
15,1007.8175
16,1006.154375
17,1007.065
18,1008.6575
19,1007.293125
20,1006.01
21,1006.609375
22,1006.783125
23,1006.025625
24,1005.098125
25,1005.99625
26,1006.96375
27,1005.33875
28,1003.396875
29,1004.455625
30,1004.9825
31,1004.18875
32,1002.82625
33,1003.0575
34,1004.425625
35,1003.379375
36,1002.688125
37,1004.149375
38,1004.610625
39,1003.6675
40,1002.14625
41,1003.073125
42,1004.521875
43,1003.840625
44,1003.5925
45,1005.045625
46,1005.68125
47,1005.76125
48,1005.868125
49,1006.855
50,1008.54875
51,1008.7575
52,1008.725
53,1010.645
54,1012.021875
55,1012.079375
56,1011.7925
57,1012.61375
58,1014.588125
59,1014.2525
60,1013.85125
61,1014.735
62,1015.079375
63,1014.125
64,1013.171875
65,1014.14875
66,1015.109375
67,1014.168125
68,1013.37125
69,1014.253125
70,1015.18625
71,1013.83
72,1011.995625
73,1012.936875
74,1014.1175
