,outshear850-200,out_vor200,out_vor600,out_vor850,out_hum200,out_hum600,out_hum850
0,11.82452084440738,-1.6674981452524662e-05,-8.232162023584048e-06,-5.409121513366699e-06,75.59397908945878,66.75599195063114,75.44773103520274
1,11.997034283564426,-1.900779704252879e-05,-8.40919092297554e-06,-5.5176050712664924e-06,72.77651836276054,65.99728495279948,75.69993501802286
2,12.425842731881932,-1.998085536340955e-05,-9.44641163704059e-06,-4.454342942082041e-06,73.16448122337151,67.93579501729783,75.92915538089404
3,12.226380220948098,-1.8829860103627045e-05,-1.035954337567091e-05,-4.442098240057628e-06,72.64041869541009,68.22578387831648,76.17779083028435
4,11.851473056355731,-1.844665599809148e-05,-1.0102298458520308e-05,-3.887832172493223e-06,72.2624415688495,66.70307881604586,75.56233395778293
5,11.414736936375267,-1.8341808269421258e-05,-9.952058705190818e-06,-3.89533427854379e-06,71.28750652869543,65.3139226625363,75.61053009033203
6,11.517284431882823,-1.6828308192392192e-05,-8.927580590049425e-06,-3.746896982192993e-06,74.06299613167842,64.45274161770939,77.14690973560015
7,11.58275848273188,-1.775644098718961e-05,-8.306124558051427e-06,-3.8019226243098577e-06,72.21485610355934,63.16466982935866,77.27669372558594
8,11.697081395650335,-1.9092587944196193e-05,-7.747448990431845e-06,-2.893976695417927e-06,70.37506391367103,62.030881173171544,76.94867599278388
9,11.624929741048254,-1.9464540916184584e-05,-8.158447841803234e-06,-2.81046765546004e-06,67.69995037565629,61.86959173977375,76.76517486572266
10,11.320315785314111,-2.105920963610212e-05,-9.034566270808378e-06,-1.7221551388502122e-06,69.55029703776042,61.72867751394709,77.39949949582417
11,11.069517323246691,-2.3460606496428226e-05,-8.823031870027383e-06,-1.4922581613063812e-06,70.04927835762501,59.52859665552775,78.4467549641927
12,10.318978255573892,-2.4201953783631326e-05,-7.790039914349715e-06,-1.811313753326734e-06,72.46784234096607,58.70726945946614,78.84309488932291
13,10.01037097981122,-2.4199850546816985e-05,-6.981830423076948e-06,-2.2125740845998126e-06,73.7579330444336,57.299111948907374,79.02434358994167
14,10.124056020683687,-2.4681266707678637e-05,-6.933370605111122e-06,-2.9891030862927438e-06,73.285923965772,57.73477225552003,78.38278093636036
15,9.818212538643275,-2.3272447288036345e-05,-6.971694529056549e-06,-2.9453231642643613e-06,70.3679266884923,57.41179180095593,78.6060287475586
16,10.006836747541092,-2.2636020245651402e-05,-7.092471544941267e-06,-2.7819691846768062e-06,67.9152008185784,57.1679438273112,77.88016333977382
17,10.456733049351412,-2.185325138270855e-05,-7.103888007501761e-06,-2.8335954993963243e-06,65.58441044986247,56.49441280762355,77.05151069760322
18,11.247231336473487,-2.1202427645524344e-05,-8.110523534317812e-06,-3.080458069841067e-06,63.86827850341797,54.42321503932278,77.3343734741211
