,outshear850-200,out_vor200,out_vor600,out_vor850,out_hum200,out_hum600,out_hum850
0,11.07847802848167,-1.1761824134737254e-05,7.800792809575796e-06,1.1556704218188921e-05,78.28438126246134,71.67445729573568,81.22583106259505
1,11.492680105780407,-1.1213088873773813e-05,6.719899829477072e-06,1.1363097776969273e-05,76.72355321149031,69.74334462856253,81.75675299266975
2,12.21821506592678,-1.1414727972199519e-05,6.007426418364048e-06,1.1097049961487452e-05,73.8324653579543,68.74889118224382,82.16268615722656
3,12.418109517148697,-1.0814005509018899e-05,5.237323542435964e-06,1.133965173115333e-05,72.49507575084766,68.79623409161965,82.16204630533854
4,13.396695739248146,-8.853905213375885e-06,3.609177656471729e-06,1.2144516222178937e-05,72.94774548759064,68.63487799366315,81.19647170305252
5,13.685958886557719,-9.353148955774505e-06,4.736239021002504e-06,1.2828689261776282e-05,74.94662525643946,68.94895859204883,81.76417316737512
6,13.945562004918854,-1.0598113294690848e-05,5.256477743387223e-06,1.1962163262069225e-05,79.43953297932943,69.66909431517124,81.64109849333764
7,14.199325594057639,-1.0297614304969708e-05,5.345481137434642e-06,1.1243453870217006e-05,81.59075927734375,68.8411026182274,81.43502910733223
8,14.328527474512036,-1.198954414576292e-05,6.2856900816162424e-06,1.1431332677602767e-05,84.16629364093144,68.06278785640994,81.224587504069
9,15.060617309125762,-1.1238405325760445e-05,7.341429591178894e-06,9.587438156207402e-06,84.46163860360781,69.10676673576236,82.6869939227899
10,15.445804953497523,-8.785988514622052e-06,7.507701714833577e-06,8.722278289496899e-06,85.20677160024643,68.26571048746506,82.78604125976562
11,15.306947965446549,-1.2027212263395388e-05,7.352481285730998e-06,7.973580310742061e-06,85.7286734516422,67.16108200823267,82.53440297444662
12,16.093275763777395,-9.960882986585299e-06,5.694075177113215e-06,8.40794915954272e-06,84.37210916280746,67.80818329056105,81.13023632466793
13,17.22234957544133,-7.520422028998534e-06,6.008272369702657e-06,8.224664876858393e-06,82.737381982555,67.37992682208618,81.84142455259959
14,17.51711930129677,-7.628750366469224e-06,6.934395059943199e-06,7.999191681543987e-06,80.4109426955382,66.04356740315755,81.3098154703776
15,17.343389904863823,-8.521283355851968e-06,6.943576348324617e-06,9.14779957383871e-06,80.56915188829105,65.83426666259766,80.96881154378255
16,15.069702354096808,-8.596095722168683e-06,9.35771968215704e-06,8.637613306442897e-06,80.39714855353037,66.59784424006939,81.146875
17,15.599872708095548,-5.818577483296394e-06,9.832663151125113e-06,7.904507219791412e-06,81.5184834798177,65.34841309537491,81.6595952351888
18,15.65065831101189,-8.722313214093447e-06,8.470091658333938e-06,7.4535375460982324e-06,81.66410664369663,64.1181859071056,81.84772440592448
19,15.78263017622133,-7.341751673569282e-06,7.753858032325903e-06,7.82795250415802e-06,81.838987287879,63.76264391392469,81.81620076497396
20,14.534651633693526,-6.207377494623264e-06,1.071606141825517e-05,7.076056984563669e-06,78.51842243348558,63.051488695045315,79.32480875651042
21,14.867976208458034,-8.287013042718171e-06,8.840447602172693e-06,9.030289947986603e-06,78.01872536142668,63.95556793212891,79.70983225504557
22,14.35041615239655,-7.012777496129275e-06,8.852298681934675e-06,9.951251558959485e-06,76.11508870919546,63.106818135579424,80.73228454589844
23,13.656213418580592,-4.791200626641512e-06,9.437859989702702e-06,9.911173644165197e-06,74.25336978634199,63.042820849021275,81.60580402314663
24,14.0083972170806,-5.1881497749030835e-06,9.926983746564735e-06,4.883273987725563e-06,71.56762162605261,63.67676022117069,81.27577454123754
25,14.407530311588198,-3.6559184081852434e-06,7.875069665412108e-06,5.344130719701449e-06,71.16939710825682,65.10698716590802,81.81172587076823
26,14.403860724888121,-3.916444256901741e-06,6.8049722661574686e-06,6.129872053861618e-06,72.76120351155599,65.57306144535542,82.5850941191117
27,14.056453276456644,-5.356288359810908e-06,7.417049103726943e-06,6.727067132790883e-06,72.1753607099255,67.4401399721702,82.23997344970704
28,16.2861239837784,-4.696899337145303e-06,5.532273466223503e-06,4.343901030502873e-06,69.7221297020734,68.23147279494036,79.04475066374941
29,15.343254266989728,-8.950782163689534e-06,5.886758056779703e-06,5.052991521855196e-06,74.70002479702234,66.3577570428451,78.49567330976328
30,14.016857755248202,-1.5985189626614253e-05,5.97415491938591e-06,5.077873356640339e-06,75.79581717451414,65.60857984324296,79.1658531844616
31,13.653585703643815,-1.406427084778746e-05,5.30627245704333e-06,4.221949105461439e-06,75.39399058793983,63.53774652282397,79.83797921637694
32,13.52947839567981,-9.813990133504074e-06,5.089491605758667e-06,2.4186447262763976e-07,74.72824210089942,64.58287210538984,80.60283711751302
33,13.828514058488265,-9.218467554698389e-06,2.6557051266233125e-06,-1.972696433464686e-07,72.53121184706688,63.69194725404183,81.03110870917638
34,14.777485000464246,-9.958263239301586e-06,6.289006871677534e-07,-1.5522693419110231e-06,68.77292295720011,62.69445563253031,81.34482010964041
35,15.110124253039249,-1.158976616958777e-05,1.1736449475089708e-06,-1.8226448446512222e-06,66.2540257791678,62.081445422768596,80.90336492955684
36,15.842886279512939,-7.598248360624452e-06,2.871772769019317e-06,-9.138100390241354e-07,64.95904692760146,62.34225593760795,79.886378932296
37,15.895701371804655,-1.0901646843800942e-05,2.1619295390943685e-06,-2.1229963749647142e-06,63.82644399007162,62.6430942128102,79.53134663899739
38,15.334553340240381,-1.1041186129053434e-05,2.3470648253957432e-06,-2.9063085094094276e-06,62.303000386555986,62.74184916367133,79.7105604002873
39,15.032427825805886,-1.2576122147341569e-05,2.0833608383933704e-06,-3.8743329544862115e-06,62.86228429178397,62.09185222585996,79.35836656490962
40,15.150587352489431,-1.4149855511883894e-05,1.8736114725470544e-06,-2.269912511110306e-06,65.18863373723191,60.481067788600924,79.35697479248047
41,15.199800704479761,-1.503550059472521e-05,5.013697470227878e-07,-2.5797557706634205e-06,63.70351372656102,59.49750578204791,79.62198232014974
42,14.927870174692131,-1.224007986918772e-05,-1.8700261704654614e-07,-1.6962224424379989e-06,63.53326465578989,59.21524946125711,79.64140999960208
43,14.808787655256067,-1.4424909992764394e-05,-1.2558031206329663e-06,-1.3483533014853795e-06,63.38141722728809,58.39675694108009,78.7307139078776
44,15.27406795010902,-1.689759859194358e-05,-2.9575700561205545e-06,-5.913743128379186e-07,64.17577474812667,58.44497934977213,77.57771809895833
45,14.977811297571558,-2.072093387444814e-05,-3.5933141286174455e-06,-2.0988595982392628e-06,65.2115798279643,59.57111400614182,76.73865812718869
46,15.084301494950584,-2.3450019458929697e-05,-2.7516391128301622e-06,-2.7252050737539926e-06,65.38708385111143,58.310977734128635,76.40880272984505
47,15.662007970384245,-2.357281045988202e-05,-3.58001949886481e-06,-2.6500395809610686e-06,65.4257319132487,58.943549544612566,76.78469950358073
48,16.363264824892394,-2.2419980571915705e-05,-4.461330051223437e-06,-1.7866026610136031e-06,64.62514454449216,59.649010213216144,76.91533966064453
49,16.909562528308015,-2.4107886323084433e-05,-4.554155748337507e-06,-6.939594944318136e-07,63.37090930175036,58.943257755041124,77.64265234371027
50,16.98584719495217,-2.3181457072496416e-05,-3.202857139209906e-06,-1.4412992944320042e-07,62.35252169569333,58.2971695634226,77.64367513159911
51,16.848694232742613,-2.2937473841011524e-05,-4.0999148041009905e-07,1.3674143701791763e-06,62.536128387227656,55.908081998924416,76.96848907470704
52,17.394629663097053,-1.9748035507897537e-05,4.722891996304194e-07,4.630178834001223e-06,61.904518373745184,54.31705413659414,75.69833480417728
53,17.774443205151087,-1.8616804542640845e-05,5.168840289115906e-09,5.304394289851189e-06,57.84331013411283,53.572998782992364,75.84832718074321
54,19.25525992338856,-2.0638868833581606e-05,2.3360674579938252e-08,5.215592682361603e-06,54.581152465924,52.377349037180345,76.01166381835938
55,20.861480130441485,-2.0672602113336323e-05,1.724002261956533e-06,5.172356031835079e-06,48.71066456983487,51.26511066257954,76.20465393960475
56,22.62131313600888,-1.9906760038187106e-05,3.01053902755181e-06,4.651653580367565e-06,52.60881143311659,50.6190185546875,75.92491607765356
57,25.224767125910148,-2.7081281101951995e-05,1.0667601600289344e-06,2.8331298381090166e-06,54.55245288933317,50.35045166015625,76.86003728806972
58,27.484517041104844,-2.9865904555966456e-05,6.30210464199384e-07,1.280568540096283e-07,57.150515905767676,49.036085882782935,76.61833086113135
59,29.67586189042777,-2.974815045793851e-05,1.4440660985807577e-06,7.748293379942576e-07,56.55451253255208,46.90794350653887,75.52660471598307
60,32.923688143491745,-3.233415773138404e-05,4.334903011719386e-06,3.2633620624740917e-06,53.8244798005869,43.797185858587426,74.11989847819011
61,35.14558037115882,-3.8405814363310736e-05,8.663985257347425e-06,5.9034209698438644e-06,53.800197930882376,42.323709615071614,73.80707112352053
62,36.30573457782447,-4.000069198673939e-05,1.3765356314070986e-05,9.381416141677694e-06,48.32214730409171,41.0142352858025,74.34929793108549
63,37.318137836021684,-3.830965142697096e-05,1.666665387650331e-05,1.3886229135096073e-05,40.54583687782288,41.24581175173322,75.36784210205079
64,37.92659419970587,-3.717782674357295e-05,1.9279983825981616e-05,1.7635834713776905e-05,34.8400146484375,41.9485844930013,74.6676747639974
65,37.946243571614225,-3.72427748516202e-05,2.246457152068615e-05,2.0223002259929974e-05,29.488178404172263,43.85033796280622,75.61680590212345
66,37.90502661199619,-3.480368759483099e-05,2.2971886210143566e-05,2.1291136120756468e-05,23.756761838247378,44.256783439219,76.20881759723028
67,37.07328400698801,-2.7861190028488635e-05,2.0761073877414067e-05,2.20130430534482e-05,18.566443427155416,43.88309337670604,76.6928319623073
68,35.41285729956424,-2.2977218609298426e-05,2.035704293165349e-05,2.1468911806443376e-05,17.78356378640786,42.3281421626886,78.87579675140815
69,33.2257187442854,-2.2286813085277875e-05,1.738568147023519e-05,1.8609183219571907e-05,17.66973722030719,39.848979385693866,80.788634805878
70,29.996514504573618,-1.789687667042017e-05,1.6082807754476865e-05,1.8258105653027692e-05,17.497085495541494,38.06174649968743,79.99637967546781
71,27.213647281751037,-1.326508354395628e-05,1.551997847855091e-05,1.8974944638709226e-05,15.565344055866202,38.004176051417986,78.560595703125
72,24.7065383758052,-1.1574542652274562e-05,1.4714248424310903e-05,1.815236482722878e-05,14.246917472835399,38.35618995680354,74.7023806265281
73,23.12095911849756,-1.0096460270384948e-05,1.4671935544659693e-05,1.678982904801766e-05,14.251533059030772,41.81943610260884,73.51030019422372
74,23.305705947126263,-9.243683113406102e-06,1.3511495975156625e-05,1.5564565546810628e-05,13.640011596679688,44.24261623695493,73.84660034179687
75,23.594343133705358,-3.602355718612671e-06,1.0015559382736683e-05,1.1252270390590031e-05,13.279375913242498,46.27885131835937,72.79809620926777
76,22.96362783027192,7.248382704953352e-06,1.106464769691229e-05,1.0446878150105476e-05,12.558904012044271,45.614629563689235,73.48889465332032
77,22.688881156345207,9.447968720148007e-06,1.6838110362490018e-05,1.1992640793323517e-05,11.998058504331857,45.53963541537523,72.02493032266696
78,21.596404621750118,1.098201610147953e-05,1.9295855114857356e-05,1.6837924097975094e-05,10.916385904947917,44.699229667087394,69.99983164469401
