,in_vor200,in_vor600,in_vor850,in_hum200,in_hum600,in_hum850
0,8.529339538654312e-06,4.2625142668839544e-05,6.526098877657205e-05,84.14778900146484,89.42529296875,90.09190368652344
1,8.946808520704508e-06,4.8309797421097755e-05,6.553658749908209e-05,83.23514556884766,85.460205078125,86.43171691894531
2,3.822031430900097e-06,4.9264985136687756e-05,5.995354149490595e-05,85.1524887084961,83.12601470947266,86.23800659179688
3,-4.631001502275467e-06,4.5056105591356754e-05,5.767727270722389e-05,83.8727798461914,82.22817993164062,89.65867614746094
4,-1.1637050192803144e-05,4.637683741748333e-05,7.016118615865707e-05,78.3037109375,84.4615707397461,93.24325561523438
5,-1.4594115782529116e-05,4.545319825410843e-05,6.933463737368584e-05,93.02693176269531,85.53707885742188,92.90059661865234
6,-1.4924269635230303e-05,4.009122494608164e-05,7.383245974779129e-05,92.8593521118164,81.01409912109375,92.78324127197266
7,4.6252216634457e-06,4.1894203604897484e-05,7.580364763271064e-05,85.5976791381836,84.6143569946289,91.91082763671875
8,-1.0348681826144457e-05,3.950728569179773e-05,6.785010918974876e-05,86.02828216552734,86.87281799316406,87.6261978149414
9,-2.446683356538415e-05,3.8437661714851856e-05,6.618606857955456e-05,74.77533721923828,84.06262969970703,85.44542694091797
10,-2.7694914024323225e-05,4.1292980313301086e-05,6.29533315077424e-05,67.40530395507812,82.9764633178711,87.09182739257812
11,-1.9213719497201964e-05,3.8169408071553335e-05,5.6649354519322515e-05,76.92078399658203,83.63896179199219,87.57819366455078
12,-1.3715063687413931e-05,4.5410008169710636e-05,5.695677828043699e-05,95.51766204833984,82.69309997558594,85.53219604492188
13,-1.0454619769006968e-05,4.2271451093256474e-05,5.7977624237537384e-05,101.17132568359375,85.49430084228516,88.54356384277344
14,-1.681543653830886e-05,4.2471219785511494e-05,6.158626638352871e-05,98.85050201416016,85.70088958740234,89.575439453125
15,-9.973649866878986e-06,3.988540265709162e-05,6.256019696593285e-05,96.60517120361328,84.20075988769531,88.96883392333984
16,-1.4563614968210459e-05,4.860316403210163e-05,6.800470873713493e-05,89.44802856445312,85.20368194580078,89.28754425048828
17,-1.4688470400869846e-05,5.091307684779167e-05,6.441748701035976e-05,82.46928405761719,82.00823211669922,89.92570495605469
18,-2.4150633180397563e-05,4.707634434453212e-05,6.198236951604486e-05,79.36616516113281,83.1546630859375,92.11329650878906
19,-2.420897362753749e-05,4.4643180444836617e-05,6.93007605150342e-05,90.71752166748047,84.18234252929688,93.5654525756836
20,-2.0260136807337403e-05,4.812551196664572e-05,7.106061093509197e-05,98.32854461669922,91.44439697265625,93.63684844970703
21,-1.4877528883516788e-05,5.235266871750355e-05,7.731863297522068e-05,100.85045623779297,91.74081420898438,93.0162124633789
22,-1.384061761200428e-05,5.5469517974415794e-05,7.70051046856679e-05,99.29986572265625,91.34564971923828,92.9737319946289
23,-7.377879228442907e-06,6.265193223953247e-05,7.869175169616938e-05,95.9634780883789,88.7103271484375,92.80376434326172
24,5.187408532947302e-06,6.782333366572857e-05,7.85730080679059e-05,96.56368255615234,89.9034423828125,91.61481475830078
25,4.189321771264076e-06,6.943533662706614e-05,7.719884160906076e-05,97.04048919677734,86.71954345703125,88.4826889038086
26,-6.876474799355492e-06,7.318346615647897e-05,6.854251842014492e-05,92.73664093017578,85.54583740234375,88.43441772460938
27,-1.9045957742491737e-05,6.888603093102574e-05,7.1650771133136e-05,93.34435272216797,86.6082534790039,90.64392852783203
28,-2.741598291322589e-05,6.419455166906118e-05,7.57346861064434e-05,97.20803833007812,88.67427062988281,87.66101837158203
29,-3.268243744969368e-05,6.182317156344652e-05,8.149968925863504e-05,98.106689453125,90.63211059570312,85.58628845214844
30,-3.380537964403629e-05,5.920685362070799e-05,7.990875747054815e-05,97.72505187988281,88.13493347167969,86.18224334716797
31,-3.085075877606869e-05,6.44937390461564e-05,7.940712384879589e-05,99.91854858398438,86.83891296386719,88.13485717773438
32,-2.6415742468088865e-05,6.972276605665684e-05,8.081004489213228e-05,98.54781341552734,83.54974365234375,89.93341064453125
33,-2.3813743609935045e-05,7.029890548437834e-05,7.475120946764946e-05,96.68611145019531,80.51294708251953,91.311767578125
34,-2.224423224106431e-05,7.168750744313002e-05,7.248448673635721e-05,92.9913330078125,82.17530059814453,93.50584411621094
35,-8.392496965825558e-06,7.14726047590375e-05,7.35593494027853e-05,96.97705841064453,83.98416137695312,95.80171203613281
36,-1.1605457075347658e-05,6.167763058329001e-05,6.91250097588636e-05,95.22081756591797,84.89572143554688,93.76551055908203
37,-8.889241144061089e-06,6.697524804621935e-05,7.598963566124439e-05,92.7732162475586,83.2726058959961,94.45948028564453
38,-6.038585979695199e-06,6.510131061077118e-05,7.19614326953888e-05,89.79431915283203,82.71037292480469,94.44082641601562
39,8.13452061265707e-07,7.243407890200615e-05,7.550814189016819e-05,90.01860046386719,84.30237579345703,94.02721405029297
40,-5.1076640374958515e-06,6.828899495303631e-05,7.988407742232084e-05,89.81745910644531,79.52507781982422,93.38155364990234
41,-2.4601467885077e-06,6.978446617722511e-05,7.769209332764149e-05,87.81930541992188,78.29850769042969,91.39878845214844
42,-8.73097451403737e-06,7.114466279745102e-05,7.529882714152336e-05,85.58673858642578,80.38301849365234,93.30850982666016
43,-7.091439329087734e-06,7.219682447612286e-05,7.60743860155344e-05,79.91627502441406,82.8921127319336,96.00519561767578
44,-9.37777804210782e-06,6.872997619211674e-05,7.155176717787981e-05,68.94580078125,83.46454620361328,96.09068298339844
45,-1.220084959641099e-05,7.035094313323498e-05,7.245957385748625e-05,65.17881774902344,81.01335144042969,97.0371322631836
46,-1.5337936929427087e-05,6.30534123047255e-05,6.820520502515137e-05,57.52666091918945,79.02052307128906,95.56614685058594
47,-1.5074620023369789e-05,5.886540748178959e-05,7.029343396425247e-05,58.51929473876953,77.90817260742188,94.39554595947266
48,-2.1833751816302538e-05,5.203951150178909e-05,7.005699444562197e-05,61.512855529785156,76.89593505859375,94.00872039794922
49,-2.491724444553256e-05,4.999514203518629e-05,6.676826160401106e-05,64.74732208251953,74.97195434570312,92.4048080444336
50,-2.7695054086507298e-05,4.7857134632067755e-05,5.812908784719184e-05,69.49430084228516,71.58489990234375,92.61273956298828
51,-3.0288472771644592e-05,4.8229238018393517e-05,5.7278317399322987e-05,71.18402099609375,72.34637451171875,93.6773910522461
52,-1.889822306111455e-05,4.582200199365616e-05,5.5744312703609467e-05,60.107913970947266,72.70808410644531,93.46794891357422
53,-1.2486649211496115e-05,3.585789818316698e-05,5.487864837050438e-05,48.419063568115234,70.54045104980469,92.03697204589844
54,-9.011884685605764e-06,2.87260627374053e-05,5.2584451623260975e-05,41.899662017822266,67.90504455566406,90.79972839355469
55,-5.3948606364429e-06,2.400937955826521e-05,4.945963155478239e-05,41.923240661621094,66.9554672241211,90.89151000976562
56,-1.1390116924303584e-05,1.4888431906001642e-05,4.3582243961282074e-05,43.09740447998047,62.37533950805664,90.53722381591797
57,-9.184353984892368e-06,1.2602657079696655e-05,4.5535038225352764e-05,38.38877487182617,59.15495681762695,89.04183959960938
58,-1.1980615454376675e-05,1.181289553642273e-05,4.086417538928799e-05,34.34092712402344,56.139827728271484,88.69620513916016
59,-1.8879018170991912e-05,1.2126080036978237e-05,3.6250938137527555e-05,28.452064514160156,54.485713958740234,91.618408203125
60,-2.2109419660409912e-05,1.1222546163480729e-05,3.538681994541548e-05,28.468095779418945,47.73963165283203,91.37706756591797
61,-2.4295137336594053e-05,1.0933987141470425e-05,3.425841350690462e-05,27.036115646362305,41.809837341308594,88.63370513916016
62,-2.5278792236349545e-05,7.902833203843329e-06,3.428936543059535e-05,25.496606826782227,38.275482177734375,86.75052642822266
63,-2.6999623514711857e-05,1.9173603504896164e-06,3.4024473279714584e-05,25.59575653076172,32.693206787109375,87.04855346679688
64,-2.6832376534002833e-05,-3.3794135561038274e-06,3.02651351375971e-05,25.698888778686523,36.301902770996094,91.17315673828125
65,-2.1303247194737196e-05,-4.827394150197506e-06,3.103481139987707e-05,23.826156616210938,36.92964553833008,91.7615966796875
66,-2.0099803805351257e-05,-5.7891011238098145e-06,3.052584361284971e-05,22.374080657958984,37.95653533935547,90.35835266113281
67,-1.9081984646618366e-05,-6.954767741262913e-06,2.6406720280647278e-05,23.376155853271484,35.726966857910156,90.62130737304688
68,-1.819973113015294e-05,-6.5070344135165215e-06,1.8492923118174076e-05,27.939048767089844,33.9619140625,86.9083023071289
69,-1.8798396922647953e-05,-9.386218152940273e-06,1.4362041838467121e-05,27.434650421142578,33.567481994628906,90.86224365234375
70,-1.933652674779296e-05,-1.5551107935607433e-05,1.345435157418251e-05,27.234416961669922,33.638065338134766,90.55543518066406
71,-2.2792373783886433e-05,-2.0556035451591015e-05,9.742099791765213e-06,29.294414520263672,33.06969451904297,90.32977294921875
72,-3.12441261485219e-05,-2.4758046492934227e-05,9.131617844104767e-06,32.01919174194336,31.571949005126953,91.65872955322266
73,-3.5533797927200794e-05,-2.7372152544558048e-05,6.822869181632996e-06,34.024051666259766,29.727169036865234,89.9371337890625
74,-3.458932042121887e-05,-2.7002273782272823e-05,6.8459603426163085e-06,32.981658935546875,30.152236938476562,86.34969329833984
