year,basin,region,no,name,time,intensity,lat,lon
2004,WP,MM,1,MA-ON,2004-10-01:06:00:00,NR,14.3,138.6
2004,WP,MM,2,MA-ON,2004-10-01:09:00:00,NR,14.3326,138.292
2004,WP,MM,3,MA-ON,2004-10-01:12:00:00,NR,14.4,138
2004,WP,MM,4,MA-ON,2004-10-01:15:00:00,NR,14.5275,137.735
2004,WP,MM,5,MA-ON,2004-10-01:18:00:00,NR,14.7,137.5
2004,WP,MM,6,MA-ON,2004-10-01:21:00:00,NR,14.8775,137.277
2004,WP,MM,7,MA-ON,2004-10-02:00:00:00,NR,15.1,137.1
2004,WP,MM,8,MA-ON,2004-10-02:03:00:00,NR,15.3999,137.007
2004,WP,MM,9,MA-ON,2004-10-02:06:00:00,NR,15.7,136.9
2004,WP,MM,10,MA-ON,2004-10-02:09:00:00,NR,15.945,136.68
2004,WP,MM,11,MA-ON,2004-10-02:12:00:00,NR,16.1,136.4
2004,WP,MM,12,MA-ON,2004-10-02:15:00:00,NR,16.1375,136.107
2004,WP,MM,13,MA-ON,2004-10-02:18:00:00,NR,16.1,135.8
2004,WP,MM,14,MA-ON,2004-10-02:21:00:00,NR,16.035,135.5
2004,WP,MM,15,MA-ON,2004-10-03:00:00:00,NR,16,135.2
2004,WP,MM,16,MA-ON,2004-10-03:03:00:00,NR,16.055,134.878
2004,WP,MM,17,MA-ON,2004-10-03:06:00:00,TS,16.3,134.833
2004,WP,MM,18,MA-ON,2004-10-03:09:00:00,TS,16.4944,134.739
2004,WP,MM,19,MA-ON,2004-10-03:12:00:00,TS,16.58,134.63
2004,WP,MM,20,MA-ON,2004-10-03:15:00:00,TS,16.5216,134.512
2004,WP,MM,21,MA-ON,2004-10-03:18:00:00,TS,16.4667,134.433
2004,WP,MM,22,MA-ON,2004-10-03:21:00:00,TS,16.4967,134.478
2004,WP,MM,23,MA-ON,2004-10-04:00:00:00,TS,16.5667,134.533
2004,WP,MM,24,MA-ON,2004-10-04:03:00:00,TS,16.6375,134.458
2004,WP,MM,25,MA-ON,2004-10-04:06:00:00,TS,16.7154,134.377
2004,WP,MM,26,MA-ON,2004-10-04:09:00:00,TS,16.8189,134.349
2004,WP,MM,27,MA-ON,2004-10-04:12:00:00,TS,16.94,134.353
2004,WP,MM,28,MA-ON,2004-10-04:15:00:00,TS,17.0444,134.398
2004,WP,MM,29,MA-ON,2004-10-04:18:00:00,TS,17.25,134.45
