year,basin,region,no,name,time,intensity,lat,lon
2006,WP,MM,1,PRAPIROON,2006-07-28:00:00:00,NR,12.5,130
2006,WP,MM,2,PRAPIROON,2006-07-28:03:00:00,NR,12.5901,129.648
2006,WP,MM,3,PRAPIROON,2006-07-28:06:00:00,TS,12.98,129.38
2006,WP,MM,4,PRAPIROON,2006-07-28:09:00:00,TS,13.1525,129.161
2006,WP,MM,5,PRAPIROON,2006-07-28:12:00:00,TS,13.3,129
2006,WP,MM,6,PRAPIROON,2006-07-28:15:00:00,TS,13.3833,128.868
2006,WP,MM,7,PRAPIROON,2006-07-28:18:00:00,TS,13.4333,128.733
2006,WP,MM,8,PRAPIROON,2006-07-28:21:00:00,TS,13.5116,128.631
2006,WP,MM,9,PRAPIROON,2006-07-29:00:00:00,TS,13.6,128.533
2006,WP,MM,10,PRAPIROON,2006-07-29:03:00:00,TS,13.6833,128.417
2006,WP,MM,11,PRAPIROON,2006-07-29:06:00:00,TS,13.7667,128.267
2006,WP,MM,12,PRAPIROON,2006-07-29:09:00:00,TS,13.8525,128.065
2006,WP,MM,13,PRAPIROON,2006-07-29:12:00:00,TS,13.9333,127.833
2006,WP,MM,14,PRAPIROON,2006-07-29:15:00:00,TS,14.0025,127.61
2006,WP,MM,15,PRAPIROON,2006-07-29:18:00:00,TS,14.0667,127.367
2006,WP,MM,16,PRAPIROON,2006-07-29:21:00:00,TS,14.1333,127.101
2006,WP,MM,17,PRAPIROON,2006-07-30:00:00:00,TS,14.2,126.8
2006,WP,MM,18,PRAPIROON,2006-07-30:03:00:00,TS,14.2591,126.475
2006,WP,MM,19,PRAPIROON,2006-07-30:06:00:00,TS,14.3333,126.1
2006,WP,MM,20,PRAPIROON,2006-07-30:09:00:00,TS,14.43,125.672
2006,WP,MM,21,PRAPIROON,2006-07-30:12:00:00,TS,14.5667,125.2
2006,WP,MM,22,PRAPIROON,2006-07-30:15:00:00,TS,14.7441,124.702
2006,WP,MM,23,PRAPIROON,2006-07-30:18:00:00,TS,14.9667,124.2
2006,WP,MM,24,PRAPIROON,2006-07-30:21:00:00,TS,15.2082,123.731
2006,WP,MM,25,PRAPIROON,2006-07-31:00:00:00,TS,15.5,123.267
2006,WP,MM,26,PRAPIROON,2006-07-31:03:00:00,TS,15.879,122.796
2006,WP,MM,27,PRAPIROON,2006-07-31:06:00:00,TS,16.2385,122.331
2006,WP,MM,28,PRAPIROON,2006-07-31:09:00:00,TS,16.4564,121.88
2006,WP,MM,29,PRAPIROON,2006-07-31:12:00:00,TS,16.58,121.34
2006,WP,MM,30,PRAPIROON,2006-07-31:15:00:00,TS,16.6368,120.586
2006,WP,MM,31,PRAPIROON,2006-07-31:18:00:00,TS,16.675,119.775
2006,WP,MM,32,PRAPIROON,2006-07-31:21:00:00,TS,16.7471,119.137
2006,WP,MM,33,PRAPIROON,2006-08-01:00:00:00,TS,16.85,118.6
