time,lat,lon
2019-11-01:12.00.00,9.6,162.2
2019-11-01:15.00.00,10.1091,161.458
2019-11-01:18.00.00,10.6143,160.757
2019-11-01:21.00.00,11.0849,160.106
2019-11-02:00.0000,11.5545,159.51
2019-11-02:03.00.00,12.0457,158.925
2019-11-02:06.00.00,12.51,158.4
2019-11-02:09.00.00,12.8981,157.926
2019-11-02:12.00.00,13.2615,157.485
2019-11-02:15.00.00,13.5989,156.994
2019-11-02:18.00.00,13.94,156.473
2019-11-02:21.00.00,14.3431,155.917
2019-11-03:00.00.00,14.751,155.4
2019-11-03:03.00.00,15.0705,154.964
2019-11-03:06.00.00,15.35,154.625
2019-11-03:09.00.00,15.6193,154.382
2019-11-03:12.00.00,15.9,154.2
2019-11-03:15.00.00,16.2394,153.999
2019-11-03:18.00.00,16.575,153.825
2019-11-03:21.00.00,16.8375,153.7
2019-11-04:00.00.00,17.1,153.575
2019-11-04:03.00.00,17.4412,153.404
2019-11-04:06.00.00,17.775,153.2
2019-11-04:09.00.00,18.0238,152.966
2019-11-04:12.00.00,18.251,152.725
2019-11-04:15.00.00,18.5237,152.509
2019-11-04:18.00.00,18.775,152.3
2019-11-04:21.00.00,18.9356,152.099
2019-11-05:00.00.00,19.1,151.875
2019-11-05:03.00.00,19.3807,151.593
2019-11-05:06.00.00,19.65,151.3
2019-11-05:09.00.00,19.7852,151.025
2019-11-05:12.00.00,19.9,150.8
2019-11-05:15.00.00,20.085,150.649
2019-11-05:18.00.00,20.3,150.55
2019-11-05:21.00.00,20.5491,150.49
2019-11-06:00.00.00,20.8,150.475
2019-11-06:03.00.00,21.0037,150.478
2019-11-06:06.00.00,21.2,150.525
2019-11-06:09.00.00,21.4081,150.623
2019-11-06:12.00.00,21.65,150.751
2019-11-06:15.00.00,21.9419,150.877
2019-11-06:18.00.00,22.275,151
2019-11-06:21.00.00,22.63,151.106
2019-11-07:00.00.00,23.1,151.2
2019-11-07:03.00.00,23.3531,151.267
2019-11-07:06.00.00,23.725,151.375
2019-11-07:09.00.00,24.1311,151.557
2019-11-07:12.00.00,24.575,151.85
2019-11-07:15.00.00,25.0319,152.222
2019-11-07:18.00.00,25.55,152.775
2019-11-07:21.00.00,26.1451,153.554
2019-11-08:00.00.00,26.8,154.475
2019-11-08:03.00.00,27.485,155.389
2019-11-08:06.00.00,28.175,156.35
2019-11-08:09.00.00,28.8261,157.398
2019-11-08:12.00.00,29.46,158.373
2019-11-08:15.00.00,30.1063,159.108
2019-11-08:18.00.00,30.6615,159.7
2019-11-08:21.00.00,31.0255,160.216
2019-11-09:00.00.00,31.2667,160.833
2019-11-09:03.00.00,31.4724,161.66
2019-11-09:06.00.00,31.6333,162.6
2019-11-09:09.00.00,31.8082,163.566
2019-11-09:12.00.00,31.9333,164.533
2019-11-09:15.00.00,31.9559,165.4
