year,basin,region,no,name,time,intensity,lat,lon
2006,WP,MM,1,WUKONG,2006-08-12:06:00:00,TS,20.6,141.267
2006,WP,MM,2,WUKONG,2006-08-12:09:00:00,TS,21.2988,140.716
2006,WP,MM,3,WUKONG,2006-08-12:12:00:00,TS,21.98,140.28
2006,WP,MM,4,WUKONG,2006-08-12:15:00:00,TS,22.6599,139.88
2006,WP,MM,5,WUKONG,2006-08-12:18:00:00,TS,23.3133,139.553
2006,WP,MM,6,WUKONG,2006-08-12:21:00:00,TS,23.9736,139.249
2006,WP,MM,7,WUKONG,2006-08-13:00:00:00,TS,24.55,138.925
2006,WP,MM,8,WUKONG,2006-08-13:03:00:00,TS,24.9676,138.577
2006,WP,MM,9,WUKONG,2006-08-13:06:00:00,TS,25.25,138.3
2006,WP,MM,10,WUKONG,2006-08-13:09:00:00,TS,25.4492,138.166
2006,WP,MM,11,WUKONG,2006-08-13:12:00:00,TS,25.6,138.1
2006,WP,MM,12,WUKONG,2006-08-13:15:00:00,TS,25.7894,138.005
2006,WP,MM,13,WUKONG,2006-08-13:18:00:00,TS,25.975,137.925
2006,WP,MM,14,WUKONG,2006-08-13:21:00:00,TS,26.1412,137.867
2006,WP,MM,15,WUKONG,2006-08-14:00:00:00,TS,26.3,137.825
2006,WP,MM,16,WUKONG,2006-08-14:03:00:00,TS,26.4662,137.774
2006,WP,MM,17,WUKONG,2006-08-14:06:00:00,TS,26.625,137.75
2006,WP,MM,18,WUKONG,2006-08-14:09:00:00,TS,26.755,137.767
2006,WP,MM,19,WUKONG,2006-08-14:12:00:00,TS,26.9,137.825
2006,WP,MM,20,WUKONG,2006-08-14:15:00:00,TS,27.0787,137.904
2006,WP,MM,21,WUKONG,2006-08-14:18:00:00,TS,27.325,138.025
2006,WP,MM,22,WUKONG,2006-08-14:21:00:00,TS,27.6501,138.23
2006,WP,MM,23,WUKONG,2006-08-15:00:00:00,TS,28.05,138.375
2006,WP,MM,24,WUKONG,2006-08-15:03:00:00,TS,28.5256,138.345
2006,WP,MM,25,WUKONG,2006-08-15:06:00:00,TS,28.975,138.175
2006,WP,MM,26,WUKONG,2006-08-15:09:00:00,TS,29.3004,137.946
2006,WP,MM,27,WUKONG,2006-08-15:12:00:00,TS,29.525,137.6
2006,WP,MM,28,WUKONG,2006-08-15:15:00:00,TS,29.6986,137.161
2006,WP,MM,29,WUKONG,2006-08-15:18:00:00,TS,29.775,136.625
2006,WP,MM,30,WUKONG,2006-08-15:21:00:00,TS,29.7236,135.995
2006,WP,MM,31,WUKONG,2006-08-16:00:00:00,TS,29.675,135.4
