time,lat,lon
2012-06-10:00.00.00,6.1,150.4
2012-06-10:03.00.00,6.50252,150.113
2012-06-10:06.00.00,6.9,149.8
2012-06-10:09.00.00,7.29251,149.45
2012-06-10:12.00.00,7.58333,148.933
2012-06-10:15.00.00,8.12746,148.621
2012-06-10:18.00.00,8.63,148.32
2012-06-10:21.00.00,8.91995,147.942
2012-06-11:00.00.00,9.06667,147.5
2012-06-11:03.00.00,9.20583,147.001
2012-06-11:06.00.00,9.3,146.467
2012-06-11:09.00.00,9.37913,145.942
2012-06-11:12.00.00,9.43333,145.433
2012-06-11:15.00.00,9.46908,144.957
2012-06-11:18.00.00,9.49231,144.508
2012-06-11:21.00.00,9.55392,144.055
2012-06-12:00.00.00,9.6,143.62
2012-06-12:03.00.00,9.58432,143.214
2012-06-12:06.00.00,9.55,142.825
2012-06-12:09.00.00,9.54807,142.446
2012-06-12:12.00.00,9.55,142.075
2012-06-12:15.00.00,9.5337,141.702
2012-06-12:18.00.00,9.525,141.325
2012-06-12:21.00.00,9.50481,140.979
2012-06-13:00.00.00,9.575,140.55
2012-06-13:03.00.00,9.82131,139.941
2012-06-13:06.00.00,10.15,139.25
2012-06-13:09.00.00,10.4817,138.59
2012-06-13:12.00.00,10.75,137.925
2012-06-13:15.00.00,10.8679,137.272
2012-06-13:18.00.00,10.9,136.6
2012-06-13:21.00.00,10.935,135.868
2012-06-14:00.00.00,10.925,135.15
2012-06-14:03.00.00,10.8592,134.513
2012-06-14:06.00.00,10.775,133.925
2012-06-14:09.00.00,10.7325,133.316
2012-06-14:12.00.00,10.675,132.8
2012-06-14:15.00.00,10.5517,132.466
2012-06-14:18.00.00,10.425,132.2
2012-06-14:21.00.00,10.3232,131.844
2012-06-15:00.00.00,10.3,131.525
2012-06-15:03.00.00,10.3798,131.324
2012-06-15:06.00.00,10.575,131.175
2012-06-15:09.00.00,10.8719,131.023
2012-06-15:12.00.00,11.225,130.875
2012-06-15:15.00.00,11.5388,130.689
2012-06-15:18.00.00,11.9,130.5
2012-06-15:21.00.00,12.3537,130.354
2012-06-16:00.00.00,12.875,130.175
2012-06-16:03.00.00,13.4412,129.907
2012-06-16:06.00.00,14,129.575
2012-06-16:09.00.00,14.4513,129.191
2012-06-16:12.00.00,14.925,128.825
2012-06-16:15.00.00,15.5511,128.585
2012-06-16:18.00.00,16.2,128.35
2012-06-16:21.00.00,16.7526,127.976
2012-06-17:00.00.00,17.275,127.625
2012-06-17:03.00.00,17.7936,127.43
2012-06-17:06.00.00,18.35,127.3
2012-06-17:09.00.00,19.0032,127.122
2012-06-17:12.00.00,19.675,127
2012-06-17:15.00.00,20.2712,126.978
2012-06-17:18.00.00,20.875,127.05
2012-06-17:21.00.00,21.5315,127.181
2012-06-18:00.00.00,22.25,127.375
2012-06-18:03.00.00,23.0443,127.581
2012-06-18:06.00.00,23.85,127.875
2012-06-18:09.00.00,24.5772,128.222
2012-06-18:12.00.00,25.325,128.725
2012-06-18:15.00.00,26.2457,129.406
2012-06-18:18.00.00,27.325,130.15
2012-06-18:21.00.00,28.5235,130.927
2012-06-19:00.00.00,29.8,131.85
2012-06-19:03.00.00,31.0183,133.172
2012-06-19:06.00.00,32.425,134.7
2012-06-19:09.00.00,33.7561,136.044
2012-06-19:12.00.00,35.02,137.547
2012-06-19:15.00.00,36.2264,139.118
2012-06-19:18.00.00,37.3,140.758
