year,basin,region,no,name,time,intensity,lat,lon
2007,WP,MM,1,WIPHA,2007-09-14:06:00:00,NR,16.3,134.2
2007,WP,MM,2,WIPHA,2007-09-14:09:00:00,NR,16.6701,134.435
2007,WP,MM,3,WIPHA,2007-09-14:12:00:00,NR,17.1,134.6
2007,WP,MM,4,WIPHA,2007-09-14:15:00:00,NR,17.6274,134.632
2007,WP,MM,5,WIPHA,2007-09-14:18:00:00,NR,18.2,134.5
2007,WP,MM,6,WIPHA,2007-09-14:21:00:00,NR,18.7951,134.203
2007,WP,MM,7,WIPHA,2007-09-15:00:00:00,TS,19.3571,133.671
2007,WP,MM,8,WIPHA,2007-09-15:03:00:00,TS,19.5522,133.234
2007,WP,MM,9,WIPHA,2007-09-15:06:00:00,TS,19.6385,132.862
2007,WP,MM,10,WIPHA,2007-09-15:09:00:00,TS,19.6855,132.582
2007,WP,MM,11,WIPHA,2007-09-15:12:00:00,TS,19.75,132.325
2007,WP,MM,12,WIPHA,2007-09-15:15:00:00,TS,19.8657,131.993
2007,WP,MM,13,WIPHA,2007-09-15:18:00:00,TS,20,131.675
2007,WP,MM,14,WIPHA,2007-09-15:21:00:00,TS,20.1174,131.459
2007,WP,MM,15,WIPHA,2007-09-16:00:00:00,TS,20.25,131.25
2007,WP,MM,16,WIPHA,2007-09-16:03:00:00,TS,20.395,130.97
2007,WP,MM,17,WIPHA,2007-09-16:06:00:00,TS,20.6,130.65
2007,WP,MM,18,WIPHA,2007-09-16:09:00:00,TS,20.8966,130.347
2007,WP,MM,19,WIPHA,2007-09-16:12:00:00,TS,21.25,129.95
2007,WP,MM,20,WIPHA,2007-09-16:15:00:00,TS,21.6278,129.36
2007,WP,MM,21,WIPHA,2007-09-16:18:00:00,TS,21.975,128.725
2007,WP,MM,22,WIPHA,2007-09-16:21:00:00,TS,22.2147,128.215
2007,WP,MM,23,WIPHA,2007-09-17:00:00:00,TS,22.425,127.725
2007,WP,MM,24,WIPHA,2007-09-17:03:00:00,TS,22.6748,127.202
2007,WP,MM,25,WIPHA,2007-09-17:06:00:00,TS,22.9,126.775
2007,WP,MM,26,WIPHA,2007-09-17:09:00:00,TS,23.1462,126.261
2007,WP,MM,27,WIPHA,2007-09-17:12:00:00,TS,23.375,125.7
2007,WP,MM,28,WIPHA,2007-09-17:15:00:00,TS,23.6231,125.117
2007,WP,MM,29,WIPHA,2007-09-17:18:00:00,TS,23.9,124.575
2007,WP,MM,30,WIPHA,2007-09-17:21:00:00,TS,24.1016,124.096
2007,WP,MM,32,WIPHA,2007-09-18:00:00:00,TS,24.4,123.65
2007,WP,MM,33,WIPHA,2007-09-18:03:00:00,TS,24.9799,123.135
2007,WP,MM,34,WIPHA,2007-09-18:06:00:00,TS,25.6,122.575
2007,WP,MM,35,WIPHA,2007-09-18:09:00:00,TS,25.9025,121.97
2007,WP,MM,36,WIPHA,2007-09-18:12:00:00,TS,26.2,121.45
2007,WP,MM,37,WIPHA,2007-09-18:15:00:00,TS,26.6433,121.083
2007,WP,MM,38,WIPHA,2007-09-18:18:00:00,TS,27.1,120.725
2007,WP,MM,39,WIPHA,2007-09-18:21:00:00,TS,27.4023,120.172
2007,WP,MM,40,WIPHA,2007-09-19:00:00:00,TS,27.775,119.65
2007,WP,MM,41,WIPHA,2007-09-19:03:00:00,TS,28.4154,119.318
2007,WP,MM,42,WIPHA,2007-09-19:06:00:00,TS,29.15,119.125
2007,WP,MM,43,WIPHA,2007-09-19:09:00:00,TS,29.7531,118.988
2007,WP,MM,44,WIPHA,2007-09-19:12:00:00,MX,30.45,118.975
2007,WP,MM,45,WIPHA,2007-09-19:15:00:00,MX,31.3484,119.024
2007,WP,MM,46,WIPHA,2007-09-19:18:00:00,MX,32.4357,119.271
2007,WP,MM,47,WIPHA,2007-09-19:21:00:00,MX,33.7857,119.802
2007,WP,MM,48,WIPHA,2007-09-20:00:00:00,ET,35.1,120.5
2007,WP,MM,49,WIPHA,2007-09-20:03:00:00,ET,35.7846,121.092
2007,WP,MM,50,WIPHA,2007-09-20:06:00:00,ET,36.3,121.8
2007,WP,MM,51,WIPHA,2007-09-20:09:00:00,ET,37.0244,122.763
2007,WP,MM,52,WIPHA,2007-09-20:12:00:00,ET,37.9,123.9
