year,basin,region,no,name,time,intensity,lat,lon
2007,WP,MM,1,USAGI,2007-07-27:00:00:00,NR,20.1,155.4
2007,WP,MM,2,USAGI,2007-07-27:03:00:00,NR,19.8253,155.022
2007,WP,MM,3,USAGI,2007-07-27:06:00:00,NR,19.5,154.7
2007,WP,MM,4,USAGI,2007-07-27:09:00:00,NR,19.0998,154.458
2007,WP,MM,5,USAGI,2007-07-27:12:00:00,TS,18.8,154.567
2007,WP,MM,6,USAGI,2007-07-27:15:00:00,TS,18.4584,154.122
2007,WP,MM,7,USAGI,2007-07-27:18:00:00,TS,18.1636,153.336
2007,WP,MM,8,USAGI,2007-07-27:21:00:00,TS,17.9654,152.244
2007,WP,MM,9,USAGI,2007-07-28:00:00:00,TS,17.8267,151.247
2007,WP,MM,10,USAGI,2007-07-28:03:00:00,TS,17.6885,150.588
2007,WP,MM,11,USAGI,2007-07-28:06:00:00,TS,17.625,150.125
2007,WP,MM,12,USAGI,2007-07-28:09:00:00,TS,17.6441,149.746
2007,WP,MM,13,USAGI,2007-07-28:12:00:00,TS,17.75,149.375
2007,WP,MM,14,USAGI,2007-07-28:15:00:00,TS,17.9428,148.89
2007,WP,MM,15,USAGI,2007-07-28:18:00:00,TS,18.125,148.3
2007,WP,MM,16,USAGI,2007-07-28:21:00:00,TS,18.1684,147.633
2007,WP,MM,17,USAGI,2007-07-29:00:00:00,TS,18.175,146.85
2007,WP,MM,18,USAGI,2007-07-29:03:00:00,TS,18.2307,145.895
2007,WP,MM,19,USAGI,2007-07-29:06:00:00,TS,18.3,145
2007,WP,MM,20,USAGI,2007-07-29:09:00:00,TS,18.3651,144.381
2007,WP,MM,21,USAGI,2007-07-29:12:00:00,TS,18.45,143.95
2007,WP,MM,22,USAGI,2007-07-29:15:00:00,TS,18.5409,143.631
2007,WP,MM,23,USAGI,2007-07-29:18:00:00,TS,18.7,143.35
2007,WP,MM,24,USAGI,2007-07-29:21:00:00,TS,18.972,142.954
2007,WP,MM,25,USAGI,2007-07-30:00:00:00,TS,19.3,142.55
2007,WP,MM,26,USAGI,2007-07-30:03:00:00,TS,19.6124,142.204
2007,WP,MM,27,USAGI,2007-07-30:06:00:00,TS,19.925,141.9
2007,WP,MM,28,USAGI,2007-07-30:09:00:00,TS,20.2117,141.639
2007,WP,MM,29,USAGI,2007-07-30:12:00:00,TS,20.525,141.375
2007,WP,MM,30,USAGI,2007-07-30:15:00:00,TS,20.9288,141.043
2007,WP,MM,31,USAGI,2007-07-30:18:00:00,TS,21.325,140.7
2007,WP,MM,32,USAGI,2007-07-30:21:00:00,TS,21.6019,140.381
2007,WP,MM,33,USAGI,2007-07-31:00:00:00,TS,21.875,140.1
2007,WP,MM,34,USAGI,2007-07-31:03:00:00,TS,22.2492,139.897
2007,WP,MM,35,USAGI,2007-07-31:06:00:00,TS,22.65,139.675
2007,WP,MM,36,USAGI,2007-07-31:09:00:00,TS,23.0104,139.363
2007,WP,MM,37,USAGI,2007-07-31:12:00:00,TS,23.375,138.95
2007,WP,MM,38,USAGI,2007-07-31:15:00:00,TS,23.7603,138.408
2007,WP,MM,39,USAGI,2007-07-31:18:00:00,TS,24.175,137.85
2007,WP,MM,40,USAGI,2007-07-31:21:00:00,TS,24.6126,137.44
2007,WP,MM,41,USAGI,2007-08-01:00:00:00,TS,25.1,137.025
2007,WP,MM,42,USAGI,2007-08-01:03:00:00,TS,25.6384,136.454
2007,WP,MM,43,USAGI,2007-08-01:06:00:00,TS,26.225,135.875
2007,WP,MM,44,USAGI,2007-08-01:09:00:00,TS,26.8138,135.442
2007,WP,MM,45,USAGI,2007-08-01:12:00:00,TS,27.475,135
2007,WP,MM,46,USAGI,2007-08-01:15:00:00,TS,28.2533,134.39
2007,WP,MM,47,USAGI,2007-08-01:18:00:00,TS,29.075,133.775
2007,WP,MM,48,USAGI,2007-08-01:21:00:00,TS,29.8664,133.3
2007,WP,MM,49,USAGI,2007-08-02:00:00:00,TS,30.6,132.9
2007,WP,MM,50,USAGI,2007-08-02:03:00:00,TS,31.2852,132.38
2007,WP,MM,51,USAGI,2007-08-02:06:00:00,TS,31.875,131.925
2007,WP,MM,53,USAGI,2007-08-02:09:00:00,TS,32.4935,131.626
2007,WP,MM,54,USAGI,2007-08-02:12:00:00,TS,33.025,131.45
2007,WP,MM,55,USAGI,2007-08-02:15:00:00,TS,33.498,131.333
2007,WP,MM,57,USAGI,2007-08-02:18:00:00,TS,34.075,131.325
2007,WP,MM,58,USAGI,2007-08-02:21:00:00,TS,34.9972,131.586
