year,basin,region,no,name,time,intensity,lat,lon
2009,WP,MM,1,PARMA,2009-09-27:00:00:00,NR,9.9,147.5
2009,WP,MM,2,PARMA,2009-09-27:03:00:00,NR,9.92004,147.21
2009,WP,MM,3,PARMA,2009-09-27:06:00:00,NR,9.9,146.9
2009,WP,MM,4,PARMA,2009-09-27:09:00:00,NR,9.81499,146.557
2009,WP,MM,5,PARMA,2009-09-27:12:00:00,TS,9.7,146.2
2009,WP,MM,6,PARMA,2009-09-27:15:00:00,TS,9.59244,145.857
2009,WP,MM,7,PARMA,2009-09-27:18:00:00,TS,9.48333,145.5
2009,WP,MM,8,PARMA,2009-09-27:21:00:00,TS,9.4388,145.071
2009,WP,MM,9,PARMA,2009-09-28:00:00:00,TS,9.4,144.61
2009,WP,MM,10,PARMA,2009-09-28:03:00:00,TS,9.33568,144.135
2009,WP,MM,11,PARMA,2009-09-28:06:00:00,TS,9.26667,143.6
2009,WP,MM,12,PARMA,2009-09-28:09:00:00,TS,9.23671,142.939
2009,WP,MM,13,PARMA,2009-09-28:12:00:00,TS,9.16667,142.233
2009,WP,MM,14,PARMA,2009-09-28:15:00:00,TS,9.00906,141.571
2009,WP,MM,15,PARMA,2009-09-28:18:00:00,TS,8.76667,140.933
2009,WP,MM,16,PARMA,2009-09-28:21:00:00,TS,8.42334,140.293
2009,WP,MM,17,PARMA,2009-09-29:00:00:00,TS,8.09231,139.746
2009,WP,MM,18,PARMA,2009-09-29:03:00:00,TS,7.89774,139.348
2009,WP,MM,19,PARMA,2009-09-29:06:00:00,TS,7.82667,138.993
2009,WP,MM,20,PARMA,2009-09-29:09:00:00,TS,7.87312,138.582
2009,WP,MM,21,PARMA,2009-09-29:12:00:00,TS,8,138.175
2009,WP,MM,22,PARMA,2009-09-29:15:00:00,TS,8.09057,137.817
2009,WP,MM,23,PARMA,2009-09-29:18:00:00,TS,8.275,137.475
2009,WP,MM,24,PARMA,2009-09-29:21:00:00,TS,8.63355,137.161
2009,WP,MM,25,PARMA,2009-09-30:00:00:00,TS,9.075,136.75
2009,WP,MM,26,PARMA,2009-09-30:03:00:00,TS,9.4988,136.129
2009,WP,MM,27,PARMA,2009-09-30:06:00:00,TS,9.9,135.4
2009,WP,MM,28,PARMA,2009-09-30:09:00:00,TS,10.2324,134.686
2009,WP,MM,29,PARMA,2009-09-30:12:00:00,TS,10.55,133.95
2009,WP,MM,30,PARMA,2009-09-30:15:00:00,TS,10.9199,133.194
2009,WP,MM,31,PARMA,2009-09-30:18:00:00,TS,11.275,132.45
2009,WP,MM,32,PARMA,2009-09-30:21:00:00,TS,11.5554,131.753
2009,WP,MM,33,PARMA,2009-10-01:00:00:00,TS,11.825,131.075
2009,WP,MM,34,PARMA,2009-10-01:03:00:00,TS,12.1444,130.367
2009,WP,MM,35,PARMA,2009-10-01:06:00:00,TS,12.475,129.7
2009,WP,MM,36,PARMA,2009-10-01:09:00:00,TS,12.7797,129.131
2009,WP,MM,37,PARMA,2009-10-01:12:00:00,TS,13.1,128.6
2009,WP,MM,38,PARMA,2009-10-01:15:00:00,TS,13.4711,128.043
2009,WP,MM,39,PARMA,2009-10-01:18:00:00,TS,13.85,127.475
2009,WP,MM,40,PARMA,2009-10-01:21:00:00,TS,14.2007,126.867
2009,WP,MM,41,PARMA,2009-10-02:00:00:00,TS,14.525,126.3
2009,WP,MM,42,PARMA,2009-10-02:03:00:00,TS,14.8029,125.845
2009,WP,MM,43,PARMA,2009-10-02:06:00:00,TS,15.1,125.45
2009,WP,MM,44,PARMA,2009-10-02:09:00:00,TS,15.498,125.066
2009,WP,MM,45,PARMA,2009-10-02:12:00:00,TS,15.9,124.675
2009,WP,MM,46,PARMA,2009-10-02:15:00:00,TS,16.2075,124.229
2009,WP,MM,47,PARMA,2009-10-02:18:00:00,TS,16.5,123.775
2009,WP,MM,48,PARMA,2009-10-02:21:00:00,TS,16.8518,123.357
2009,WP,MM,49,PARMA,2009-10-03:00:00:00,TS,17.2,122.95
2009,WP,MM,50,PARMA,2009-10-03:03:00:00,TS,17.5062,122.526
2009,WP,MM,51,PARMA,2009-10-03:06:00:00,TS,17.775,122.125
2009,WP,MM,52,PARMA,2009-10-03:09:00:00,TS,18.0149,121.78
2009,WP,MM,53,PARMA,2009-10-03:12:00:00,TS,18.225,121.45
2009,WP,MM,54,PARMA,2009-10-03:15:00:00,TS,18.4332,121.076
2009,WP,MM,55,PARMA,2009-10-03:18:00:00,TS,18.6,120.725
2009,WP,MM,56,PARMA,2009-10-03:21:00:00,TS,18.6762,120.434
2009,WP,MM,57,PARMA,2009-10-04:00:00:00,TS,18.775,120.2
2009,WP,MM,58,PARMA,2009-10-04:03:00:00,TS,19.0187,119.997
2009,WP,MM,59,PARMA,2009-10-04:06:00:00,TS,19.3,119.85
2009,WP,MM,60,PARMA,2009-10-04:09:00:00,TS,19.5331,119.764
2009,WP,MM,61,PARMA,2009-10-04:12:00:00,TS,19.725,119.7
2009,WP,MM,62,PARMA,2009-10-04:15:00:00,TS,19.8763,119.589
2009,WP,MM,63,PARMA,2009-10-04:18:00:00,TS,19.975,119.5
2009,WP,MM,64,PARMA,2009-10-04:21:00:00,TS,20.0237,119.476
2009,WP,MM,65,PARMA,2009-10-05:00:00:00,TS,20.05,119.5
2009,WP,MM,66,PARMA,2009-10-05:03:00:00,TS,20.1131,119.549
2009,WP,MM,67,PARMA,2009-10-05:06:00:00,TS,20.15,119.625
2009,WP,MM,68,PARMA,2009-10-05:09:00:00,TS,20.1263,119.711
2009,WP,MM,69,PARMA,2009-10-05:12:00:00,TS,20.05,119.8
2009,WP,MM,70,PARMA,2009-10-05:15:00:00,TS,19.9531,119.869
2009,WP,MM,71,PARMA,2009-10-05:18:00:00,TS,19.8,119.95
2009,WP,MM,72,PARMA,2009-10-05:21:00:00,TS,19.5737,120.056
2009,WP,MM,73,PARMA,2009-10-06:00:00:00,TS,19.325,120.2
2009,WP,MM,74,PARMA,2009-10-06:03:00:00,TS,19.1194,120.396
2009,WP,MM,75,PARMA,2009-10-06:06:00:00,TS,18.925,120.6
2009,WP,MM,76,PARMA,2009-10-06:09:00:00,TS,18.7362,120.75
2009,WP,MM,77,PARMA,2009-10-06:12:00:00,TS,18.525,120.9
2009,WP,MM,78,PARMA,2009-10-06:15:00:00,TS,18.2499,121.074
2009,WP,MM,79,PARMA,2009-10-06:18:00:00,TS,17.975,121.3
2009,WP,MM,80,PARMA,2009-10-06:21:00:00,TS,17.732,121.623
2009,WP,MM,81,PARMA,2009-10-07:00:00:00,TS,17.575,121.95
2009,WP,MM,82,PARMA,2009-10-07:03:00:00,TS,17.5406,122.198
2009,WP,MM,83,PARMA,2009-10-07:06:00:00,TS,17.6,122.375
2009,WP,MM,84,PARMA,2009-10-07:09:00:00,TS,17.7144,122.492
2009,WP,MM,85,PARMA,2009-10-07:12:00:00,TS,17.825,122.55
2009,WP,MM,86,PARMA,2009-10-07:15:00:00,TS,17.8662,122.594
2009,WP,MM,87,PARMA,2009-10-07:18:00:00,TS,17.825,122.575
2009,WP,MM,88,PARMA,2009-10-07:21:00:00,TS,17.6775,122.478
2009,WP,MM,89,PARMA,2009-10-08:00:00:00,TS,17.5,122.325
2009,WP,MM,90,PARMA,2009-10-08:03:00:00,TS,17.3793,122.186
2009,WP,MM,91,PARMA,2009-10-08:06:00:00,TS,17.3,121.975
2009,WP,MM,92,PARMA,2009-10-08:09:00:00,TS,17.2582,121.635
2009,WP,MM,93,PARMA,2009-10-08:12:00:00,TS,17.25,121.25
2009,WP,MM,94,PARMA,2009-10-08:15:00:00,TS,17.2493,120.921
2009,WP,MM,95,PARMA,2009-10-08:18:00:00,TS,17.275,120.6
2009,WP,MM,96,PARMA,2009-10-08:21:00:00,TS,17.3338,120.24
2009,WP,MM,97,PARMA,2009-10-09:00:00:00,TS,17.4,119.925
2009,WP,MM,98,PARMA,2009-10-09:03:00:00,TS,17.4562,119.728
2009,WP,MM,99,PARMA,2009-10-09:06:00:00,TS,17.475,119.575
2009,WP,MM,100,PARMA,2009-10-09:09:00:00,TS,17.4256,119.389
2009,WP,MM,101,PARMA,2009-10-09:12:00:00,TS,17.35,119.2
2009,WP,MM,102,PARMA,2009-10-09:15:00:00,TS,17.3,119.005
2009,WP,MM,103,PARMA,2009-10-09:18:00:00,TS,17.25,118.825
2009,WP,MM,104,PARMA,2009-10-09:21:00:00,TS,17.1143,118.691
2009,WP,MM,105,PARMA,2009-10-10:00:00:00,TS,17.125,118.55
2009,WP,MM,106,PARMA,2009-10-10:03:00:00,TS,17.5322,118.409
2009,WP,MM,107,PARMA,2009-10-10:06:00:00,TS,18,118.125
2009,WP,MM,108,PARMA,2009-10-10:09:00:00,TS,18.2239,117.582
2009,WP,MM,109,PARMA,2009-10-10:12:00:00,TS,18.275,116.9
2009,WP,MM,110,PARMA,2009-10-10:15:00:00,TS,18.1787,116.223
2009,WP,MM,111,PARMA,2009-10-10:18:00:00,TS,18,115.55
2009,WP,MM,112,PARMA,2009-10-10:21:00:00,TS,17.8454,114.933
2009,WP,MM,113,PARMA,2009-10-11:00:00:00,TS,17.725,114.35
2009,WP,MM,114,PARMA,2009-10-11:03:00:00,TS,17.655,113.756
2009,WP,MM,115,PARMA,2009-10-11:06:00:00,TS,17.675,113.225
2009,WP,MM,116,PARMA,2009-10-11:09:00:00,TS,17.7941,112.815
2009,WP,MM,117,PARMA,2009-10-11:12:00:00,TS,18,112.45
2009,WP,MM,118,PARMA,2009-10-11:15:00:00,TS,18.2494,112.034
2009,WP,MM,119,PARMA,2009-10-11:18:00:00,TS,18.525,111.625
2009,WP,MM,120,PARMA,2009-10-11:21:00:00,TS,18.7917,111.261
2009,WP,MM,121,PARMA,2009-10-12:00:00:00,TS,19.025,110.9
2009,WP,MM,122,PARMA,2009-10-12:03:00:00,TS,19.1863,110.492
2009,WP,MM,123,PARMA,2009-10-12:06:00:00,TS,19.325,110.1
2009,WP,MM,124,PARMA,2009-10-12:09:00:00,TS,19.5149,109.773
2009,WP,MM,125,PARMA,2009-10-12:12:00:00,TS,19.675,109.475
2009,WP,MM,126,PARMA,2009-10-12:15:00:00,TS,19.7363,109.154
2009,WP,MM,127,PARMA,2009-10-12:18:00:00,TS,19.775,108.875
2009,WP,MM,128,PARMA,2009-10-12:21:00:00,TS,19.8655,108.689
2009,WP,MM,129,PARMA,2009-10-13:00:00:00,TS,19.975,108.525
2009,WP,MM,130,PARMA,2009-10-13:03:00:00,TS,20.0894,108.302
2009,WP,MM,131,PARMA,2009-10-13:06:00:00,TS,20.2,108.075
2009,WP,MM,132,PARMA,2009-10-13:09:00:00,TS,20.3044,107.876
2009,WP,MM,133,PARMA,2009-10-13:12:00:00,TS,20.375,107.7
2009,WP,MM,134,PARMA,2009-10-13:15:00:00,TS,20.39,107.541
2009,WP,MM,135,PARMA,2009-10-13:18:00:00,TS,20.375,107.4
2009,WP,MM,136,PARMA,2009-10-13:21:00:00,TS,20.3662,107.271
2009,WP,MM,137,PARMA,2009-10-14:00:00:00,TS,20.35,107.15
2009,WP,MM,138,PARMA,2009-10-14:03:00:00,TS,20.3287,107.033
2009,WP,MM,139,PARMA,2009-10-14:06:00:00,TS,20.32,106.893
2009,WP,MM,140,PARMA,2009-10-14:09:00:00,TS,20.3336,106.689
2009,WP,MM,141,PARMA,2009-10-14:12:00:00,TS,20.37,106.48
2009,WP,MM,142,PARMA,2009-10-14:15:00:00,TS,20.5141,106.293
2009,WP,MM,143,PARMA,2009-10-14:18:00:00,TS,20.5667,106.2
