time,lat,lon
2011-05-19:18.00.00,8.3,141.55
2011-05-19:21.00.00,8.30877,141.38
2011-05-20:00.00.00,8.38571,141.129
2011-05-20:03.00.00,8.40049,140.868
2011-05-20:06.00.00,8.42727,140.545
2011-05-20:09.00.00,8.45166,140.186
2011-05-20:12.00.00,8.45385,139.915
2011-05-20:15.00.00,8.51571,139.639
2011-05-20:18.00.00,8.58667,139.34
2011-05-20:21.00.00,8.61937,139.01
2011-05-21:00.00.00,8.675,138.7
2011-05-21:03.00.00,8.77622,138.446
2011-05-21:06.00.00,8.9,138.225
2011-05-21:09.00.00,9.02311,138.007
2011-05-21:12.00.00,9.15,137.8
2011-05-21:15.00.00,9.27686,137.598
2011-05-21:18.00.00,9.4,137.4
2011-05-21:21.00.00,9.51623,137.206
2011-05-22:00.00.00,9.625,137
2011-05-22:03.00.00,9.71183,136.785
2011-05-22:06.00.00,9.825,136.525
2011-05-22:09.00.00,10.0175,136.205
2011-05-22:12.00.00,10.225,135.825
2011-05-22:15.00.00,10.375,135.404
2011-05-22:18.00.00,10.525,134.95
2011-05-22:21.00.00,10.725,134.482
2011-05-23:00.00.00,10.925,134.025
2011-05-23:03.00.00,11.088,133.614
2011-05-23:06.00.00,11.225,133.225
2011-05-23:09.00.00,11.3468,132.832
2011-05-23:12.00.00,11.45,132.45
2011-05-23:15.00.00,11.53,132.078
2011-05-23:18.00.00,11.625,131.725
2011-05-23:21.00.00,11.7761,131.413
2011-05-24:00.00.00,11.95,131.075
2011-05-24:03.00.00,12.1313,130.636
2011-05-24:06.00.00,12.275,130.175
2011-05-24:09.00.00,12.3518,129.762
2011-05-24:12.00.00,12.35,129.375
2011-05-24:15.00.00,12.2463,128.986
2011-05-24:18.00.00,12.15,128.65
2011-05-24:21.00.00,12.1712,128.399
2011-05-25:00.00.00,12.275,128.2
2011-05-25:03.00.00,12.4219,128.003
2011-05-25:06.00.00,12.625,127.825
2011-05-25:09.00.00,12.8506,127.657
2011-05-25:12.00.00,13.125,127.5
2011-05-25:15.00.00,13.4324,127.378
2011-05-25:18.00.00,13.8,127.2
2011-05-25:21.00.00,14.2332,126.882
2011-05-26:00.00.00,14.7,126.5
2011-05-26:03.00.00,15.1706,126.137
2011-05-26:06.00.00,15.6,125.775
2011-05-26:09.00.00,15.9068,125.415
2011-05-26:12.00.00,16.225,125.075
2011-05-26:15.00.00,16.6899,124.766
2011-05-26:18.00.00,17.2,124.475
2011-05-26:21.00.00,17.6494,124.18
2011-05-27:00.00.00,18.125,123.9
2011-05-27:03.00.00,18.685,123.628
2011-05-27:06.00.00,19.275,123.4
2011-05-27:09.00.00,19.8506,123.216
2011-05-27:12.00.00,20.4,123.125
2011-05-27:15.00.00,20.8793,123.128
2011-05-27:18.00.00,21.475,123.275
2011-05-27:21.00.00,22.1961,123.482
2011-05-28:00.00.00,22.95,123.825
2011-05-28:03.00.00,23.8654,124.337
2011-05-28:06.00.00,24.775,124.975
2011-05-28:09.00.00,25.5768,125.713
2011-05-28:12.00.00,26.4,126.65
2011-05-28:15.00.00,27.4798,127.898
2011-05-28:18.00.00,28.6267,129.173
2011-05-28:21.00.00,29.5813,130.314
2011-05-29:00.00.00,30.6692,131.569
2011-05-29:03.00.00,31.794,132.949
