time,lat,lon
2011-12-11:18.00.00,3.4,155.9
2011-12-11:21.00.00,3.90766,155.2
2011-12-12:00.00.00,4.4,154.5
2011-12-12:03.00.00,4.85232,153.787
2011-12-12:06.00.00,5.2,153
2011-12-12:09.00.00,5.40987,152.102
2011-12-12:12.00.00,5.5,151.1
2011-12-12:15.00.00,5.48492,150.022
2011-12-12:18.00.00,5.5,148.9
2011-12-12:21.00.00,5.75006,147.748
2011-12-13:00.00.00,6,146.7
2011-12-13:03.00.00,6.02208,145.912
2011-12-13:06.00.00,6.03333,145.133
2011-12-13:09.00.00,6.09761,144.261
2011-12-13:12.00.00,6.11,143.41
2011-12-13:15.00.00,6.04825,142.606
2011-12-13:18.00.00,5.96667,141.867
2011-12-13:21.00.00,5.85818,141.204
2011-12-14:00.00.00,5.79231,140.569
2011-12-14:03.00.00,5.83386,139.914
2011-12-14:06.00.00,5.98,139.24
2011-12-14:09.00.00,6.23863,138.539
2011-12-14:12.00.00,6.525,137.775
2011-12-14:15.00.00,6.71113,136.962
2011-12-14:18.00.00,6.875,136.1
2011-12-14:21.00.00,7.07868,135.2
2011-12-15:00.00.00,7.275,134.3
2011-12-15:03.00.00,7.44916,133.459
2011-12-15:06.00.00,7.575,132.625
2011-12-15:09.00.00,7.63873,131.735
2011-12-15:12.00.00,7.65,130.875
2011-12-15:15.00.00,7.63046,130.102
2011-12-15:18.00.00,7.6,129.4
2011-12-15:21.00.00,7.56983,128.749
2011-12-16:00.00.00,7.6,128.125
2011-12-16:03.00.00,7.75239,127.481
2011-12-16:06.00.00,7.95,126.825
2011-12-16:09.00.00,8.09804,126.154
2011-12-16:12.00.00,8.25,125.475
2011-12-16:15.00.00,8.43727,124.821
2011-12-16:18.00.00,8.625,124.125
2011-12-16:21.00.00,8.78833,123.29
2011-12-17:00.00.00,8.925,122.5
2011-12-17:03.00.00,9.00968,121.937
2011-12-17:06.00.00,9.125,121.45
2011-12-17:09.00.00,9.34854,120.921
2011-12-17:12.00.00,9.625,120.325
2011-12-17:15.00.00,9.93161,119.633
2011-12-17:18.00.00,10.175,118.825
2011-12-17:21.00.00,10.2673,117.854
2011-12-18:00.00.00,10.25,116.925
2011-12-18:03.00.00,10.1755,116.241
2011-12-18:06.00.00,10.075,115.7
2011-12-18:09.00.00,10.0267,115.188
2011-12-18:12.00.00,9.975,114.75
2011-12-18:15.00.00,9.87483,114.389
2011-12-18:18.00.00,9.77333,114.013
2011-12-18:21.00.00,9.72326,113.529
2011-12-19:00.00.00,9.69091,113.027
2011-12-19:03.00.00,9.6575,112.562
2011-12-19:06.00.00,9.58,112.14
