year,basin,region,no,name,time,intensity,lat,lon,
2003,NA,NA,1,CLAUDETTE,2003-07-07:00:00:00,DS,11.1,-53.5
2003,NA,NA,2,CLAUDETTE,2003-07-07:03:00:00,DS,11.4353,-54.3623
2003,NA,NA,3,CLAUDETTE,2003-07-07:06:00:00,DS,11.8,-55.3
2003,NA,NA,4,CLAUDETTE,2003-07-07:09:00:00,DS,12.2073,-56.3625
2003,NA,NA,5,CLAUDETTE,2003-07-07:12:00:00,DS,12.6,-57.5
2003,NA,NA,6,CLAUDETTE,2003-07-07:15:00:00,DS,12.9222,-58.6503
2003,NA,CS,7,CLAUDETTE,2003-07-07:18:00:00,DS,13.2,-59.8
2003,NA,CS,8,CLAUDETTE,2003-07-07:21:00:00,DS,13.4713,-60.8628
2003,NA,CS,9,CLAUDETTE,2003-07-08:00:00:00,DS,13.7,-62
2003,NA,CS,10,CLAUDETTE,2003-07-08:03:00:00,DS,13.8574,-63.3556
2003,NA,CS,11,CLAUDETTE,2003-07-08:06:00:00,DS,14,-64.8
2003,NA,CS,12,CLAUDETTE,2003-07-08:09:00:00,DS,14.1922,-66.23
2003,NA,CS,13,CLAUDETTE,2003-07-08:12:00:00,DS,14.4,-67.6
2003,NA,CS,14,CLAUDETTE,2003-07-08:15:00:00,DS,14.6143,-68.8599
2003,NA,CS,15,CLAUDETTE,2003-07-08:18:00:00,TS,14.8,-70
2003,NA,CS,16,CLAUDETTE,2003-07-08:21:00:00,TS,14.9212,-71.0003
2003,NA,CS,17,CLAUDETTE,2003-07-09:00:00:00,TS,15,-72
2003,NA,CS,18,CLAUDETTE,2003-07-09:03:00:00,TS,15.0502,-73.1928
2003,NA,CS,19,CLAUDETTE,2003-07-09:06:00:00,TS,15.1,-74.4
2003,NA,CS,20,CLAUDETTE,2003-07-09:09:00:00,TS,15.1692,-75.4728
2003,NA,CS,21,CLAUDETTE,2003-07-09:12:00:00,TS,15.3,-76.5
2003,NA,CS,22,CLAUDETTE,2003-07-09:15:00:00,TS,15.5424,-77.5796
2003,NA,CS,23,CLAUDETTE,2003-07-09:18:00:00,TS,15.8,-78.6
2003,NA,CS,24,CLAUDETTE,2003-07-09:21:00:00,TS,15.9495,-79.503
2003,NA,CS,25,CLAUDETTE,2003-07-10:00:00:00,TS,16.1,-80.3
2003,NA,CS,26,CLAUDETTE,2003-07-10:03:00:00,TS,16.3047,-81.0452
2003,NA,CS,27,CLAUDETTE,2003-07-10:06:00:00,TS,16.6,-81.7
2003,NA,CS,28,CLAUDETTE,2003-07-10:09:00:00,TS,17.0045,-82.2579
2003,NA,CS,29,CLAUDETTE,2003-07-10:12:00:00,TS,17.5,-82.8
2003,NA,CS,30,CLAUDETTE,2003-07-10:15:00:00,TS,18.0349,-83.4277
2003,NA,CS,31,CLAUDETTE,2003-07-10:18:00:00,TS,18.6,-84.1
2003,NA,CS,32,CLAUDETTE,2003-07-10:21:00:00,TS,19.1802,-84.8371
2003,NA,CS,33,CLAUDETTE,2003-07-11:00:00:00,TS,19.7,-85.5
2003,NA,CS,34,CLAUDETTE,2003-07-11:03:00:00,TS,20.087,-85.9342
2003,NA,CS,35,CLAUDETTE,2003-07-11:06:00:00,TS,20.4,-86.3
2003,NA,CS,36,CLAUDETTE,2003-07-11:09:00:00,TS,20.6817,-86.7483
2003,NA,NA,38,CLAUDETTE,2003-07-11:12:00:00,TS,21.1,-87.2
2003,NA,NA,39,CLAUDETTE,2003-07-11:15:00:00,TS,21.4668,-87.6887
2003,NA,GM,40,CLAUDETTE,2003-07-11:18:00:00,TS,21.8,-88.2
2003,NA,GM,41,CLAUDETTE,2003-07-11:21:00:00,TS,22.1998,-88.7001
2003,NA,GM,42,CLAUDETTE,2003-07-12:00:00:00,TS,22.6,-89.2
2003,NA,GM,43,CLAUDETTE,2003-07-12:03:00:00,TS,22.9651,-89.7375
2003,NA,GM,44,CLAUDETTE,2003-07-12:06:00:00,TS,23.3,-90.2
2003,NA,GM,45,CLAUDETTE,2003-07-12:09:00:00,TS,23.5998,-90.5103
2003,NA,GM,46,CLAUDETTE,2003-07-12:12:00:00,TS,23.9,-90.7
2003,NA,GM,47,CLAUDETTE,2003-07-12:15:00:00,TS,24.2723,-90.7928
2003,NA,GM,48,CLAUDETTE,2003-07-12:18:00:00,TS,24.6,-90.9
2003,NA,GM,49,CLAUDETTE,2003-07-12:21:00:00,TS,24.8027,-91.1849
2003,NA,GM,50,CLAUDETTE,2003-07-13:00:00:00,TS,24.9,-91.5
2003,NA,GM,51,CLAUDETTE,2003-07-13:03:00:00,TS,24.9075,-91.7302
