year,basin,region,no,name,time,intensity,lat,lon,
2003,NA,GM,52,CLAUDETTE,2003-07-13:06:00:00,TS,24.9,-91.9
2003,NA,GM,53,CLAUDETTE,2003-07-13:09:00:00,TS,24.985,-92.0225
2003,NA,GM,54,CLAUDETTE,2003-07-13:12:00:00,TS,25.1,-92.1
2003,NA,GM,55,CLAUDETTE,2003-07-13:15:00:00,TS,25.1925,-92.165
2003,NA,GM,56,CLAUDETTE,2003-07-13:18:00:00,TS,25.3,-92.2
2003,NA,GM,57,CLAUDETTE,2003-07-13:21:00:00,TS,25.435,-92.2001
2003,NA,GM,58,CLAUDETTE,2003-07-14:00:00:00,TS,25.6,-92.2
2003,NA,GM,59,CLAUDETTE,2003-07-14:03:00:00,TS,25.77,-92.2276
2003,NA,GM,60,CLAUDETTE,2003-07-14:06:00:00,TS,26,-92.3
2003,NA,GM,61,CLAUDETTE,2003-07-14:09:00:00,TS,26.335,-92.4275
2003,NA,GM,62,CLAUDETTE,2003-07-14:12:00:00,TS,26.7,-92.6
2003,NA,GM,63,CLAUDETTE,2003-07-14:15:00:00,TS,27.0224,-92.7776
2003,NA,GM,64,CLAUDETTE,2003-07-14:18:00:00,TS,27.3,-93
2003,NA,GM,65,CLAUDETTE,2003-07-14:21:00:00,TS,27.5298,-93.2551
2003,NA,GM,66,CLAUDETTE,2003-07-15:00:00:00,TS,27.7,-93.6
2003,NA,GM,67,CLAUDETTE,2003-07-15:03:00:00,TS,27.8002,-94.0778
2003,NA,GM,68,CLAUDETTE,2003-07-15:06:00:00,TS,27.9,-94.6
2003,NA,GM,69,CLAUDETTE,2003-07-15:09:00:00,TS,28.1242,-95.0277
2003,NA,GM,70,CLAUDETTE,2003-07-15:12:00:00,TS,28.3,-95.5
2003,NA,GM,71,CLAUDETTE,2003-07-15:15:00:00,TS,28.2771,-96.0803
2003,NA,NA,73,CLAUDETTE,2003-07-15:18:00:00,TS,28.6,-96.9
2003,NA,NA,74,CLAUDETTE,2003-07-15:21:00:00,TS,28.6321,-97.5992
2003,NA,NA,75,CLAUDETTE,2003-07-16:00:00:00,TS,28.5,-98.2
2003,NA,NA,76,CLAUDETTE,2003-07-16:03:00:00,TS,28.4694,-98.7928
2003,NA,NA,77,CLAUDETTE,2003-07-16:06:00:00,TS,28.5,-99.4
2003,NA,NA,78,CLAUDETTE,2003-07-16:09:00:00,TS,28.6119,-100.055
2003,NA,NA,79,CLAUDETTE,2003-07-16:12:00:00,TS,28.8,-100.8
2003,NA,NA,80,CLAUDETTE,2003-07-16:15:00:00,TS,29.0276,-101.678
2003,NA,NA,81,CLAUDETTE,2003-07-16:18:00:00,TS,29.3,-102.6
2003,NA,NA,82,CLAUDETTE,2003-07-16:21:00:00,TS,29.5918,-103.458
2003,NA,NA,83,CLAUDETTE,2003-07-17:00:00:00,TS,29.9,-104.3
2003,NA,NA,84,CLAUDETTE,2003-07-17:03:00:00,TS,30.2144,-105.15
2003,NA,NA,85,CLAUDETTE,2003-07-17:06:00:00,DS,30.5,-106
2003,NA,NA,86,CLAUDETTE,2003-07-17:09:00:00,DS,30.7211,-106.85
2003,NA,NA,87,CLAUDETTE,2003-07-17:12:00:00,DS,30.9,-107.7
