time,lat,lon
2001-05-21:00.00.00,13.7,68.1
2001-05-21:03.00.00,13.7,68.1
2001-05-21:06.00.00,13.7,68.1
2001-05-21:09.00.00,13.7051,68.545
2001-05-21:12.00.00,13.65,69
2001-05-21:15.00.00,13.6344,69.5419
2001-05-21:18.00.00,13.6143,69.9429
2001-05-21:21.00.00,13.6425,70.1362
2001-05-22:00.00.00,13.95,70.8
2001-05-22:03.00.00,13.9925,71.2113
2001-05-22:06.00.00,14.05,71.35
2001-05-22:09.00.00,14.1425,71.4687
2001-05-22:12.00.00,14.25,71.55
2001-05-22:15.00.00,14.3462,71.6012
2001-05-22:18.00.00,14.45,71.6
2001-05-22:21.00.00,14.8287,71.5475
2001-05-23:00.00.00,14.95,71.45
2001-05-23:03.00.00,15.2863,71.3325
2001-05-23:06.00.00,15.6,70.95
2001-05-23:09.00.00,15.8925,70.8137
2001-05-23:12.00.00,15.95,70.45
2001-05-23:15.00.00,16.0712,70.3962
2001-05-23:18.00.00,16.2,70.35
2001-05-23:21.00.00,16.2899,70.0225
2001-05-24:00.00.00,16.35,69.65
2001-05-24:03.00.00,16.6363,69.465
2001-05-24:06.00.00,16.9,69
2001-05-24:09.00.00,16.9001,68.5237
2001-05-24:12.00.00,16.9,68.35
2001-05-24:15.00.00,16.9212,68.2988
2001-05-24:18.00.00,16.95,68.3
2001-05-24:21.00.00,16.9712,68.0287
2001-05-25:00.00.00,17,67.75
2001-05-25:03.00.00,17.0538,67.9538
2001-05-25:06.00.00,17.1,67.9
2001-05-25:09.00.00,17.1113,67.8387
2001-05-25:12.00.00,17.2,67.55
2001-05-25:15.00.00,17.0787,67.81
2001-05-25:18.00.00,17.05,67.85
2001-05-25:21.00.00,17.0138,67.6575
2001-05-26:00.00.00,17.25,67.7
2001-05-26:03.00.00,17.2812,67.6825
2001-05-26:06.00.00,17.35,67.65
2001-05-26:09.00.00,17.4425,67.65
2001-05-26:12.00.00,17.55,67.65
2001-05-26:15.00.00,17.6538,67.6288
2001-05-26:18.00.00,17.75,67.6
2001-05-26:21.00.00,18.0788,67.5713
2001-05-27:00.00.00,18.15,67.55
2001-05-27:03.00.00,18.2212,67.5462
2001-05-27:06.00.00,18.3,67.55
2001-05-27:09.00.00,18.3925,67.5463
2001-05-27:12.00.00,19,67.55
2001-05-27:15.00.00,19.125,67.825
2001-05-27:18.00.00,19.25,67.85
2001-05-27:21.00.00,19.6075,67.8351
2001-05-28:00.00.00,19.7,67.85
2001-05-28:03.00.00,20.0101,67.9675
2001-05-28:06.00.00,20.1,68.1
2001-05-28:09.00.00,20.2812,68.1873
2001-05-28:12.00.00,21,68.45
2001-05-28:15.00.00,21.2113,68.3403
2001-05-28:18.00.00,21.6714,68.3714
2001-05-28:21.00.00,21.8816,68.15
2001-05-29:00.00.00,22.14,67.96
2001-05-29:03.00.00,22.5425,67.8899
